,G_Gh,G_Dh,G_Gk,G_Bn,Tamb_C,HR_pct, hs, Az,precip_mm, Td,Ce_pvpc_eur_MWh,Ce_spot_market_price_eur_MWh,Pth_kW,Tv_C
2024-10-21 02:00:00+00:00,0.0,0.0,0.0,0.0,15.1,76.0,0.0,-134.1,0.0,10.9,109.22,64.0,200.0,35.0
2024-10-21 03:00:00+00:00,0.0,0.0,0.0,0.0,14.9,77.0,0.0,-116.3,0.0,10.9,113.91,70.0,200.0,35.0
2024-10-21 04:00:00+00:00,0.0,0.0,0.0,0.0,14.6,83.0,0.0,-103.6,0.0,11.8,128.63,90.71,200.0,35.0
2024-10-21 05:00:00+00:00,0.0,0.0,0.0,0.0,14.4,82.0,0.0,-93.5,0.0,11.3,140.74,105.01,200.0,35.0
2024-10-21 06:00:00+00:00,0.0,0.0,0.0,0.0,14.2,84.0,0.0,-84.5,0.0,11.5,190.75,125.89,200.0,35.0
2024-10-21 07:00:00+00:00,4.0,4.0,3.0,0.0,14.2,87.0,0.6,-75.5,0.0,12.1,168.02,103.9,100.0,35.0
2024-10-21 08:00:00+00:00,111.0,86.0,142.0,121.0,15.3,85.0,11.9,-66.2,0.0,12.7,197.84,88.77,100.0,35.0
2024-10-21 09:00:00+00:00,246.0,182.0,302.0,167.0,16.5,75.0,22.4,-55.3,0.0,12.1,190.68,81.5,100.0,35.0
2024-10-21 10:00:00+00:00,360.0,268.0,435.0,175.0,17.7,72.0,31.4,-42.3,0.0,12.5,178.32,73.29,100.0,35.0
2024-10-21 11:00:00+00:00,446.0,307.0,546.0,225.0,18.7,68.0,38.2,-26.3,0.0,12.7,173.27,69.0,100.0,35.0
2024-10-21 12:00:00+00:00,489.0,337.0,598.0,228.0,19.5,60.0,41.7,-7.5,0.0,11.7,123.03,67.04,100.0,35.0
2024-10-21 13:00:00+00:00,477.0,335.0,581.0,215.0,20.1,61.0,41.3,11.6,0.0,12.4,124.68,67.88,100.0,35.0
2024-10-21 14:00:00+00:00,420.0,298.0,511.0,203.0,20.3,58.0,37.0,30.1,0.0,11.9,130.86,70.47,100.0,35.0
2024-10-21 15:00:00+00:00,340.0,251.0,414.0,180.0,20.4,53.0,29.6,45.3,0.0,10.5,155.64,90.22,100.0,35.0
2024-10-21 16:00:00+00:00,209.0,161.0,255.0,138.0,20.0,56.0,20.2,57.6,0.0,10.9,218.1,103.41,100.0,35.0
2024-10-21 17:00:00+00:00,77.0,67.0,90.0,60.0,19.2,56.0,9.6,68.3,0.0,10.2,281.01,158.4,100.0,35.0
2024-10-21 18:00:00+00:00,1.0,1.0,1.0,0.0,18.4,59.0,0.0,77.5,0.0,10.3,304.39,181.0,200.0,35.0
2024-10-21 19:00:00+00:00,0.0,0.0,0.0,0.0,17.8,63.0,0.0,86.4,0.0,10.6,237.64,126.39,200.0,35.0
2024-10-21 20:00:00+00:00,0.0,0.0,0.0,0.0,17.1,69.0,0.0,95.5,0.0,11.3,163.58,103.37,200.0,35.0
2024-10-21 21:00:00+00:00,0.0,0.0,0.0,0.0,16.5,71.0,0.0,106.2,0.0,11.3,156.57,95.56,200.0,35.0
2024-10-21 22:00:00+00:00,0.0,0.0,0.0,0.0,15.9,76.0,0.0,119.5,0.0,11.8,122.13,80.85,200.0,35.0
2024-10-21 23:00:00+00:00,0.0,0.0,0.0,0.0,15.3,82.0,0.0,139.0,0.0,12.3,112.81,70.0,200.0,35.0
2024-10-22 00:00:00+00:00,0.0,0.0,0.0,0.0,14.8,87.0,0.0,-166.6,0.0,12.7,108.04,63.79,200.0,35.0
2024-10-22 01:00:00+00:00,0.0,0.0,0.0,0.0,14.3,91.0,0.0,-160.0,0.0,12.8,114.68,69.4,200.0,35.0
2024-10-22 02:00:00+00:00,0.0,0.0,0.0,0.0,13.7,93.0,0.0,-133.5,0.0,12.6,105.3,60.0,200.0,35.0
2024-10-22 03:00:00+00:00,0.0,0.0,0.0,0.0,13.5,90.0,0.0,-116.1,0.0,11.8,113.03,70.0,200.0,35.0
2024-10-22 04:00:00+00:00,0.0,0.0,0.0,0.0,13.2,91.0,0.0,-103.3,0.0,11.7,116.07,75.97,200.0,35.0
2024-10-22 05:00:00+00:00,0.0,0.0,0.0,0.0,13.0,94.0,0.0,-93.3,0.0,12.1,141.34,102.17,200.0,35.0
2024-10-22 06:00:00+00:00,0.0,0.0,0.0,0.0,12.8,93.0,0.0,-84.3,0.0,11.7,197.91,123.02,200.0,35.0
2024-10-22 07:00:00+00:00,4.0,4.0,3.0,0.0,12.8,93.0,0.4,-75.4,0.0,11.7,179.48,105.5,100.0,35.0
2024-10-22 08:00:00+00:00,125.0,65.0,205.0,295.0,14.0,90.0,11.7,-66.1,0.0,12.4,209.16,93.02,100.0,35.0
2024-10-22 09:00:00+00:00,297.0,111.0,451.0,493.0,15.6,73.0,22.1,-55.1,0.0,10.8,166.92,55.4,100.0,35.0
2024-10-22 10:00:00+00:00,443.0,154.0,646.0,560.0,17.1,65.0,31.1,-42.1,0.0,10.5,160.85,53.54,100.0,35.0
2024-10-22 11:00:00+00:00,536.0,176.0,779.0,586.0,18.4,60.0,37.9,-26.2,0.0,10.4,157.71,50.24,100.0,35.0
2024-10-22 12:00:00+00:00,549.0,264.0,754.0,431.0,19.2,55.0,41.4,-7.4,0.0,10.0,112.97,53.54,100.0,35.0
2024-10-22 13:00:00+00:00,516.0,269.0,683.0,376.0,19.7,51.0,41.0,11.5,0.0,9.4,112.77,53.54,100.0,35.0
2024-10-22 14:00:00+00:00,470.0,237.0,629.0,391.0,20.0,53.0,36.7,30.0,0.0,10.1,112.61,52.5,100.0,35.0
2024-10-22 15:00:00+00:00,365.0,182.0,497.0,373.0,20.0,54.0,29.3,45.2,0.0,10.5,139.06,74.99,100.0,35.0
2024-10-22 16:00:00+00:00,245.0,111.0,368.0,391.0,19.5,53.0,20.0,57.5,0.0,9.6,208.48,95.91,100.0,35.0
2024-10-22 17:00:00+00:00,99.0,54.0,170.0,278.0,18.7,56.0,9.3,68.2,0.0,9.6,247.58,124.71,100.0,35.0
2024-10-22 18:00:00+00:00,1.0,1.0,0.0,0.0,17.7,60.0,0.0,77.3,0.0,9.9,225.48,112.02,200.0,35.0
2024-10-22 19:00:00+00:00,0.0,0.0,0.0,0.0,17.1,69.0,0.0,86.2,0.0,11.4,211.84,100.0,200.0,35.0
2024-10-22 20:00:00+00:00,0.0,0.0,0.0,0.0,16.6,69.0,0.0,95.3,0.0,11.0,160.65,95.78,200.0,35.0
2024-10-22 21:00:00+00:00,0.0,0.0,0.0,0.0,16.0,71.0,0.0,106.0,0.0,10.8,154.85,88.35,200.0,35.0
2024-10-22 22:00:00+00:00,0.0,0.0,0.0,0.0,15.4,68.0,0.0,119.3,0.0,9.7,110.67,75.56,200.0,35.0
2024-10-22 23:00:00+00:00,0.0,0.0,0.0,0.0,14.9,68.0,0.0,138.4,0.0,9.1,116.59,79.25,200.0,35.0
2024-10-23 00:00:00+00:00,0.0,0.0,0.0,0.0,14.5,66.0,0.0,-166.5,0.0,8.2,109.26,71.0,200.0,35.0
2024-10-23 01:00:00+00:00,0.0,0.0,0.0,0.0,14.0,68.0,0.0,-159.5,0.0,8.2,100.62,64.32,200.0,35.0
2024-10-23 02:00:00+00:00,0.0,0.0,0.0,0.0,13.6,76.0,0.0,-133.2,0.0,9.4,100.97,64.29,200.0,35.0
2024-10-23 03:00:00+00:00,0.0,0.0,0.0,0.0,13.4,79.0,0.0,-115.5,0.0,9.9,100.14,65.0,200.0,35.0
2024-10-23 04:00:00+00:00,0.0,0.0,0.0,0.0,13.2,79.0,0.0,-103.1,0.0,9.6,120.57,84.98,200.0,35.0
2024-10-23 05:00:00+00:00,0.0,0.0,0.0,0.0,13.1,76.0,0.0,-93.1,0.0,8.9,135.83,102.1,200.0,35.0
2024-10-23 06:00:00+00:00,0.0,0.0,0.0,0.0,12.9,80.0,0.0,-84.1,0.0,9.6,201.99,134.71,200.0,35.0
2024-10-23 07:00:00+00:00,4.0,4.0,3.0,0.0,13.0,78.0,0.2,-75.2,0.0,9.2,169.99,110.06,100.0,35.0
2024-10-23 08:00:00+00:00,142.0,60.0,252.0,415.0,14.5,69.0,11.5,-65.5,0.0,8.9,195.09,85.0,100.0,35.0
2024-10-23 09:00:00+00:00,310.0,97.0,491.0,572.0,16.1,61.0,21.9,-54.6,0.0,8.6,172.43,65.0,100.0,35.0
2024-10-23 10:00:00+00:00,459.0,112.0,701.0,677.0,17.7,55.0,30.9,-41.6,0.0,8.5,170.7,64.08,100.0,35.0
2024-10-23 11:00:00+00:00,564.0,140.0,838.0,694.0,19.2,47.0,37.6,-26.0,0.0,7.7,160.67,56.58,100.0,35.0
2024-10-23 12:00:00+00:00,616.0,157.0,906.0,699.0,20.3,44.0,41.1,-7.4,0.0,7.6,111.9,56.08,100.0,35.0
2024-10-23 13:00:00+00:00,610.0,153.0,899.0,701.0,21.0,40.0,40.6,11.5,0.0,6.8,117.1,59.99,100.0,35.0
2024-10-23 14:00:00+00:00,544.0,135.0,813.0,691.0,21.5,37.0,36.3,29.5,0.0,6.2,121.55,63.4,100.0,35.0
2024-10-23 15:00:00+00:00,429.0,107.0,660.0,665.0,21.5,36.0,29.0,45.0,0.0,5.7,132.04,71.99,100.0,35.0
2024-10-23 16:00:00+00:00,272.0,99.0,425.0,514.0,21.0,38.0,19.7,57.3,0.0,6.1,213.94,103.41,100.0,35.0
2024-10-23 17:00:00+00:00,105.0,54.0,187.0,324.0,20.1,43.0,9.0,68.0,0.0,7.3,280.02,155.8,100.0,35.0
2024-10-23 18:00:00+00:00,1.0,1.0,0.0,0.0,19.0,50.0,0.0,77.2,0.0,8.5,262.67,145.97,200.0,35.0
2024-10-23 19:00:00+00:00,0.0,0.0,0.0,0.0,18.2,59.0,0.0,86.1,0.0,10.0,233.06,121.89,200.0,35.0
2024-10-23 20:00:00+00:00,0.0,0.0,0.0,0.0,17.4,63.0,0.0,95.2,0.0,10.3,161.74,99.87,200.0,35.0
2024-10-23 21:00:00+00:00,0.0,0.0,0.0,0.0,16.6,70.0,0.0,105.4,0.0,11.1,156.24,93.16,200.0,35.0
2024-10-23 22:00:00+00:00,0.0,0.0,0.0,0.0,15.8,76.0,0.0,119.1,0.0,11.6,117.79,74.9,200.0,35.0
2024-10-23 23:00:00+00:00,0.0,0.0,0.0,0.0,15.0,80.0,0.0,138.2,0.0,11.6,109.19,65.15,200.0,35.0
2024-10-24 00:00:00+00:00,0.0,0.0,0.0,0.0,14.3,81.0,0.0,-166.5,0.0,11.1,107.29,62.08,200.0,35.0
2024-10-24 01:00:00+00:00,0.0,0.0,0.0,0.0,13.4,87.0,0.0,-159.3,0.0,11.3,107.22,62.08,200.0,35.0
2024-10-24 02:00:00+00:00,0.0,0.0,0.0,0.0,12.6,89.0,0.0,-133.0,0.0,10.8,107.8,62.29,200.0,35.0
2024-10-24 03:00:00+00:00,0.0,0.0,0.0,0.0,12.2,84.0,0.0,-115.2,0.0,9.6,111.07,66.3,200.0,35.0
2024-10-24 04:00:00+00:00,0.0,0.0,0.0,0.0,11.7,88.0,0.0,-102.5,0.0,9.8,113.3,71.76,200.0,35.0
2024-10-24 05:00:00+00:00,0.0,0.0,0.0,0.0,11.4,91.0,0.0,-92.5,0.0,10.0,129.25,90.01,200.0,35.0
2024-10-24 06:00:00+00:00,0.0,0.0,0.0,0.0,11.1,90.0,0.0,-83.5,0.0,9.4,191.79,120.01,200.0,35.0
2024-10-24 07:00:00+00:00,3.0,3.0,3.0,0.0,11.1,89.0,0.0,-75.0,0.0,9.4,165.43,98.15,100.0,35.0
2024-10-24 08:00:00+00:00,151.0,44.0,288.0,549.0,12.6,79.0,11.3,-65.3,0.0,9.2,184.42,69.17,100.0,35.0
2024-10-24 09:00:00+00:00,337.0,54.0,559.0,767.0,14.2,72.0,21.7,-54.4,0.0,9.3,175.29,60.0,100.0,35.0
2024-10-24 10:00:00+00:00,502.0,60.0,780.0,869.0,15.7,62.0,30.6,-41.4,0.0,8.5,162.86,50.24,100.0,35.0
2024-10-24 11:00:00+00:00,621.0,68.0,937.0,913.0,17.1,52.0,37.3,-25.5,0.0,7.3,155.07,43.54,100.0,35.0
2024-10-24 12:00:00+00:00,680.0,73.0,1016.0,931.0,18.3,50.0,40.7,-7.3,0.0,7.8,91.3,30.01,100.0,35.0
2024-10-24 13:00:00+00:00,676.0,70.0,1011.0,937.0,19.0,50.0,40.3,11.5,0.0,8.3,84.79,24.55,100.0,35.0
2024-10-24 14:00:00+00:00,602.0,64.0,914.0,915.0,19.4,47.0,36.0,29.4,0.0,7.8,112.48,47.44,100.0,35.0
2024-10-24 15:00:00+00:00,472.0,56.0,741.0,866.0,19.4,47.0,28.7,44.5,0.0,7.8,130.7,60.4,100.0,35.0
2024-10-24 16:00:00+00:00,298.0,52.0,505.0,741.0,18.8,43.0,19.4,57.2,0.0,6.2,197.61,79.36,100.0,35.0
2024-10-24 17:00:00+00:00,115.0,39.0,234.0,499.0,17.8,47.0,8.8,67.5,0.0,6.5,229.34,110.16,100.0,35.0
2024-10-24 18:00:00+00:00,1.0,1.0,0.0,0.0,16.7,53.0,0.0,77.0,0.0,7.2,218.86,101.35,200.0,35.0
2024-10-24 19:00:00+00:00,0.0,0.0,0.0,0.0,15.9,61.0,0.0,85.5,0.0,8.4,211.64,92.98,200.0,35.0
2024-10-24 20:00:00+00:00,0.0,0.0,0.0,0.0,15.1,64.0,0.0,94.6,0.0,8.5,147.67,75.72,200.0,35.0
2024-10-24 21:00:00+00:00,0.0,0.0,0.0,0.0,14.4,65.0,0.0,105.2,0.0,7.9,138.58,67.0,200.0,35.0
2024-10-24 22:00:00+00:00,0.0,0.0,0.0,0.0,13.6,70.0,0.0,118.5,0.0,8.2,101.87,57.0,200.0,35.0
2024-10-24 23:00:00+00:00,0.0,0.0,0.0,0.0,12.8,71.0,0.0,138.1,0.0,7.7,100.43,55.0,200.0,35.0
2024-10-25 00:00:00+00:00,0.0,0.0,0.0,0.0,12.4,72.0,0.0,-166.4,0.0,7.4,89.48,43.5,200.0,35.0
2024-10-25 01:00:00+00:00,0.0,0.0,0.0,0.0,11.8,71.0,0.0,-159.1,0.0,6.8,89.97,44.0,200.0,35.0
2024-10-25 02:00:00+00:00,0.0,0.0,0.0,0.0,11.1,77.0,0.0,-132.4,0.0,7.2,95.58,49.0,200.0,35.0
2024-10-25 03:00:00+00:00,0.0,0.0,0.0,0.0,10.8,75.0,0.0,-114.6,0.0,6.6,86.98,41.0,200.0,35.0
2024-10-25 04:00:00+00:00,0.0,0.0,0.0,0.0,10.5,76.0,0.0,-102.3,0.0,6.4,99.21,56.5,200.0,35.0
2024-10-25 05:00:00+00:00,0.0,0.0,0.0,0.0,10.2,78.0,0.0,-92.3,0.0,6.5,111.0,70.1,200.0,35.0
2024-10-25 06:00:00+00:00,0.0,0.0,0.0,0.0,10.0,81.0,0.0,-83.3,0.0,6.8,160.97,90.3,200.0,35.0
2024-10-25 07:00:00+00:00,4.0,4.0,3.0,0.0,10.0,76.0,0.0,-74.4,0.0,6.1,147.39,79.64,100.0,35.0
2024-10-25 08:00:00+00:00,149.0,43.0,288.0,555.0,11.7,70.0,11.1,-65.2,0.0,6.5,184.45,70.0,100.0,35.0
2024-10-25 09:00:00+00:00,323.0,62.0,536.0,714.0,13.3,63.0,21.4,-54.2,0.0,6.5,175.12,60.0,100.0,35.0
2024-10-25 10:00:00+00:00,469.0,88.0,730.0,756.0,14.9,61.0,30.3,-41.3,0.0,7.4,168.28,55.83,100.0,35.0
2024-10-25 11:00:00+00:00,578.0,106.0,876.0,787.0,16.2,56.0,36.9,-25.4,0.0,7.4,166.8,54.0,100.0,35.0
2024-10-25 12:00:00+00:00,629.0,121.0,941.0,785.0,17.3,50.0,40.4,-7.3,0.0,6.7,114.02,50.0,100.0,35.0
2024-10-25 13:00:00+00:00,618.0,126.0,923.0,767.0,18.0,48.0,39.9,11.5,0.0,6.8,105.65,42.0,100.0,35.0
2024-10-25 14:00:00+00:00,548.0,115.0,834.0,743.0,18.4,48.0,35.7,29.3,0.0,7.3,103.95,40.0,100.0,35.0
2024-10-25 15:00:00+00:00,432.0,90.0,679.0,718.0,18.4,51.0,28.4,44.4,0.0,8.0,121.57,53.9,100.0,35.0
2024-10-25 16:00:00+00:00,276.0,66.0,465.0,640.0,17.9,51.0,19.1,57.0,0.0,7.5,186.29,70.57,100.0,35.0
2024-10-25 17:00:00+00:00,106.0,40.0,217.0,446.0,16.9,53.0,8.6,67.3,0.0,7.3,222.69,102.17,100.0,35.0
2024-10-25 18:00:00+00:00,1.0,1.0,0.0,0.0,15.8,60.0,0.0,76.5,0.0,8.0,225.27,103.06,200.0,35.0
2024-10-25 19:00:00+00:00,0.0,0.0,0.0,0.0,15.2,65.0,0.0,85.3,0.0,8.7,211.21,90.5,200.0,35.0
2024-10-25 20:00:00+00:00,0.0,0.0,0.0,0.0,14.7,67.0,0.0,94.4,0.0,8.6,152.36,79.03,200.0,35.0
2024-10-25 21:00:00+00:00,0.0,0.0,0.0,0.0,14.2,62.0,0.0,105.0,0.0,7.0,146.03,74.0,200.0,35.0
2024-10-25 22:00:00+00:00,0.0,0.0,0.0,0.0,13.7,66.0,0.0,118.2,0.0,7.5,119.09,67.82,200.0,35.0
2024-10-25 23:00:00+00:00,0.0,0.0,0.0,0.0,13.2,66.0,0.0,137.5,0.0,7.0,109.71,56.29,200.0,35.0
2024-10-26 00:00:00+00:00,0.0,0.0,0.0,0.0,12.8,63.0,0.0,-166.4,0.0,6.0,104.51,50.0,200.0,35.0
2024-10-26 01:00:00+00:00,0.0,0.0,0.0,0.0,12.6,64.0,0.0,-158.6,0.0,6.0,96.35,42.76,200.0,35.0
2024-10-26 02:00:00+00:00,0.0,0.0,0.0,0.0,12.2,67.0,0.0,-132.1,0.0,6.1,96.42,42.9,200.0,35.0
2024-10-26 03:00:00+00:00,0.0,0.0,0.0,0.0,12.0,68.0,0.0,-114.3,0.0,6.2,95.01,41.94,200.0,35.0
2024-10-26 04:00:00+00:00,0.0,0.0,0.0,0.0,11.8,70.0,0.0,-102.1,0.0,6.5,103.3,50.1,200.0,35.0
2024-10-26 05:00:00+00:00,0.0,0.0,0.0,0.0,11.6,72.0,0.0,-92.1,0.0,6.7,108.01,56.5,200.0,35.0
2024-10-26 06:00:00+00:00,0.0,0.0,0.0,0.0,11.5,72.0,0.0,-83.2,0.0,6.7,104.69,57.82,200.0,35.0
2024-10-26 07:00:00+00:00,1.0,1.0,1.0,0.0,11.5,73.0,0.0,-74.3,0.0,6.8,118.25,65.56,100.0,35.0
2024-10-26 08:00:00+00:00,98.0,78.0,129.0,106.0,12.6,69.0,10.8,-64.6,0.0,7.1,98.74,56.08,100.0,35.0
2024-10-26 09:00:00+00:00,244.0,144.0,341.0,277.0,13.8,65.0,21.2,-54.1,0.0,7.4,86.35,44.99,100.0,35.0
2024-10-26 10:00:00+00:00,486.0,155.0,735.0,661.0,15.6,61.0,30.0,-41.1,0.0,8.1,63.0,25.1,100.0,35.0
2024-10-26 11:00:00+00:00,505.0,219.0,720.0,480.0,16.8,52.0,36.6,-25.3,0.0,7.1,62.47,25.1,100.0,35.0
2024-10-26 12:00:00+00:00,636.0,198.0,933.0,681.0,18.1,50.0,40.0,-7.2,0.0,7.4,52.78,16.41,100.0,35.0
2024-10-26 13:00:00+00:00,427.0,299.0,526.0,201.0,18.3,49.0,39.6,11.4,0.0,7.6,42.55,5.01,100.0,35.0
2024-10-26 14:00:00+00:00,403.0,270.0,505.0,231.0,18.5,49.0,35.3,29.3,0.0,7.7,43.32,5.01,100.0,35.0
2024-10-26 15:00:00+00:00,351.0,205.0,474.0,308.0,18.5,51.0,28.1,44.3,0.0,8.2,87.95,40.0,100.0,35.0
2024-10-26 16:00:00+00:00,128.0,120.0,133.0,24.0,17.7,52.0,18.9,56.5,0.0,7.8,108.28,57.4,100.0,35.0
2024-10-26 17:00:00+00:00,27.0,27.0,23.0,0.0,16.8,54.0,8.3,67.2,0.0,7.5,143.78,90.98,100.0,35.0
2024-10-26 18:00:00+00:00,0.0,0.0,0.0,0.0,15.9,57.0,0.0,76.3,0.0,7.3,131.64,83.3,200.0,35.0
2024-10-26 19:00:00+00:00,0.0,0.0,0.0,0.0,15.5,61.0,0.0,85.2,0.0,7.9,114.32,66.25,200.0,35.0
2024-10-26 20:00:00+00:00,0.0,0.0,0.0,0.0,15.0,63.0,0.0,94.2,0.0,7.9,117.69,68.22,200.0,35.0
2024-10-26 21:00:00+00:00,0.0,0.0,0.0,0.0,14.5,62.0,0.0,104.4,0.0,7.4,124.57,75.0,200.0,35.0
2024-10-26 22:00:00+00:00,0.0,0.0,0.0,0.0,14.1,67.0,0.0,118.0,0.0,8.0,138.91,87.71,200.0,35.0
2024-10-26 23:00:00+00:00,0.0,0.0,0.0,0.0,13.6,67.0,0.0,137.3,0.0,7.6,135.07,83.31,200.0,35.0
2024-10-27 00:00:00+00:00,0.0,0.0,0.0,0.0,13.1,70.0,0.0,-166.3,0.0,7.9,135.26,82.23,200.0,35.0
2024-10-27 01:00:00+00:00,0.0,0.0,0.0,0.0,12.7,72.0,0.0,-158.4,0.0,7.7,134.21,80.68,200.0,35.0
2024-10-27 02:00:00+00:00,0.0,0.0,0.0,0.0,12.2,81.0,0.0,-131.5,0.3,9.0,135.63,81.3,200.0,35.0
2024-10-27 03:00:00+00:00,0.0,0.0,0.0,0.0,11.9,85.0,0.0,-114.1,0.0,9.5,134.62,80.68,200.0,35.0
2024-10-27 04:00:00+00:00,0.0,0.0,0.0,0.0,11.6,85.0,0.0,-101.5,0.0,9.2,122.55,70.0,200.0,35.0
2024-10-27 05:00:00+00:00,0.0,0.0,0.0,0.0,11.2,85.0,0.0,-91.5,1.0,8.8,131.3,80.0,200.0,35.0
2024-10-27 06:00:00+00:00,0.0,0.0,0.0,0.0,11.2,85.0,0.0,-82.6,0.0,8.8,134.66,86.24,200.0,35.0
2024-10-27 07:00:00+00:00,1.0,1.0,1.0,0.0,11.2,85.0,0.0,-74.1,0.1,8.8,131.13,81.3,100.0,35.0
2024-10-27 08:00:00+00:00,79.0,71.0,90.0,45.0,12.0,85.0,10.6,-64.4,0.0,9.5,106.68,64.36,100.0,35.0
2024-10-27 09:00:00+00:00,169.0,152.0,185.0,50.0,12.8,81.0,20.9,-53.5,0.0,9.5,94.67,54.72,100.0,35.0
2024-10-27 10:00:00+00:00,297.0,242.0,340.0,111.0,13.7,61.0,29.7,-40.6,0.0,6.5,79.31,42.5,100.0,35.0
2024-10-27 11:00:00+00:00,385.0,282.0,472.0,173.0,14.7,58.0,36.3,-25.2,0.0,6.5,75.32,39.99,100.0,35.0
2024-10-27 12:00:00+00:00,374.0,305.0,424.0,108.0,15.2,57.0,39.7,-7.2,0.0,6.7,75.4,40.0,100.0,35.0
2024-10-27 13:00:00+00:00,340.0,291.0,377.0,78.0,15.5,54.0,39.2,11.4,0.0,6.3,91.98,55.19,100.0,35.0
2024-10-27 14:00:00+00:00,321.0,265.0,362.0,97.0,15.7,56.0,35.0,29.2,0.0,7.0,84.37,44.99,100.0,35.0
2024-10-27 15:00:00+00:00,303.0,229.0,373.0,157.0,15.8,54.0,27.9,44.1,0.0,6.6,107.18,63.97,100.0,35.0
2024-10-27 16:00:00+00:00,174.0,142.0,203.0,99.0,15.5,52.0,18.6,56.4,0.0,5.8,129.43,81.25,100.0,35.0
2024-10-27 17:00:00+00:00,58.0,53.0,67.0,38.0,14.9,54.0,8.1,67.0,0.0,5.8,139.99,96.27,100.0,35.0
2024-10-27 18:00:00+00:00,0.0,0.0,0.0,0.0,14.2,56.0,0.0,76.2,0.0,5.7,175.13,128.7,200.0,35.0
2024-10-27 19:00:00+00:00,0.0,0.0,0.0,0.0,14.0,63.0,0.0,85.0,0.0,7.0,155.7,115.51,200.0,35.0
2024-10-27 20:00:00+00:00,0.0,0.0,0.0,0.0,13.7,66.0,0.0,94.0,0.0,7.5,147.39,107.36,200.0,35.0
2024-10-27 21:00:00+00:00,0.0,0.0,0.0,0.0,13.5,68.0,0.0,104.2,0.0,7.7,129.86,90.58,200.0,35.0
2024-10-27 22:00:00+00:00,0.0,0.0,0.0,0.0,13.3,69.0,0.0,117.4,0.0,7.8,147.85,102.99,200.0,35.0
2024-10-27 23:00:00+00:00,0.0,0.0,0.0,0.0,13.1,71.0,0.0,137.1,0.0,8.0,109.65,60.61,200.0,35.0
2024-10-28 00:00:00+00:00,0.0,0.0,0.0,0.0,13.0,76.0,0.0,-166.2,0.0,8.8,100.87,50.31,200.0,35.0
2024-10-28 01:00:00+00:00,0.0,0.0,0.0,0.0,13.0,75.0,0.0,-158.3,0.0,8.7,101.1,49.0,200.0,35.0
2024-10-28 02:00:00+00:00,0.0,0.0,0.0,0.0,12.9,76.0,0.0,-131.2,0.0,8.7,96.78,43.1,200.0,35.0
2024-10-28 03:00:00+00:00,0.0,0.0,0.0,0.0,12.9,73.0,0.0,-113.5,0.0,8.2,97.39,43.92,200.0,35.0
2024-10-28 04:00:00+00:00,0.0,0.0,0.0,0.0,12.9,76.0,0.0,-101.3,0.0,8.9,101.34,49.2,200.0,35.0
2024-10-28 05:00:00+00:00,0.0,0.0,0.0,0.0,12.9,77.0,0.0,-91.3,0.0,9.0,115.71,65.78,200.0,35.0
2024-10-28 06:00:00+00:00,0.0,0.0,0.0,0.0,13.0,81.0,0.0,-82.4,0.0,9.7,128.42,86.74,200.0,35.0
2024-10-28 07:00:00+00:00,1.0,1.0,1.0,0.0,13.0,82.0,0.0,-73.5,0.1,9.9,169.6,98.94,100.0,35.0
2024-10-28 08:00:00+00:00,75.0,69.0,83.0,33.0,13.9,80.0,10.4,-64.3,0.0,10.5,130.82,68.39,100.0,35.0
2024-10-28 09:00:00+00:00,192.0,161.0,221.0,89.0,15.1,69.0,20.7,-53.4,0.0,9.5,171.7,60.61,100.0,35.0
2024-10-28 10:00:00+00:00,290.0,241.0,331.0,100.0,16.3,64.0,29.5,-40.5,0.0,9.4,161.78,51.99,100.0,35.0
2024-10-28 11:00:00+00:00,378.0,280.0,464.0,167.0,17.4,56.0,36.0,-25.1,0.0,8.5,158.83,50.24,100.0,35.0
2024-10-28 12:00:00+00:00,367.0,301.0,415.0,103.0,18.1,53.0,39.4,-7.1,0.0,8.5,160.43,51.97,100.0,35.0
2024-10-28 13:00:00+00:00,387.0,301.0,467.0,136.0,18.7,53.0,38.9,11.4,0.0,8.9,112.64,51.97,100.0,35.0
2024-10-28 14:00:00+00:00,368.0,295.0,426.0,128.0,19.1,50.0,34.7,29.1,0.0,8.4,115.57,52.51,100.0,35.0
2024-10-28 15:00:00+00:00,283.0,228.0,329.0,119.0,19.2,48.0,27.6,44.0,0.0,7.8,155.18,84.89,100.0,35.0
2024-10-28 16:00:00+00:00,172.0,139.0,212.0,103.0,18.8,48.0,18.4,56.2,0.0,7.7,187.14,115.57,100.0,35.0
2024-10-28 17:00:00+00:00,58.0,52.0,68.0,44.0,18.2,48.0,7.8,66.5,0.0,7.1,275.62,149.48,100.0,35.0
2024-10-28 18:00:00+00:00,0.0,0.0,0.0,0.0,17.4,51.0,0.0,75.6,0.0,7.2,254.74,133.66,200.0,35.0
2024-10-28 19:00:00+00:00,0.0,0.0,0.0,0.0,17.1,54.0,0.0,84.4,0.0,7.6,232.04,115.73,200.0,35.0
2024-10-28 20:00:00+00:00,0.0,0.0,0.0,0.0,16.7,54.0,0.0,93.5,0.0,7.4,226.54,110.49,200.0,35.0
2024-10-28 21:00:00+00:00,0.0,0.0,0.0,0.0,16.3,52.0,0.0,104.0,0.0,6.4,166.02,98.61,200.0,35.0
