month,day,start_hour,end_hour,value
12,16,0.0,7.0,0.6
12,16,7.0,9.5,1.0
12,16,9.5,19.0,0.0
12,16,19.0,21.5,1.0
12,16,21.5,24.0,0.6
12,17,0.0,7.0,0.6
12,17,7.0,9.5,1.0
12,17,9.5,19.0,0.0
12,17,19.0,21.5,1.0
12,17,21.5,24.0,0.6
12,18,0.0,7.0,0.6
12,18,7.0,9.5,1.0
12,18,9.5,19.0,0.0
12,18,19.0,21.5,1.0
12,18,21.5,24.0,0.6
12,19,0.0,7.0,0.6
12,19,7.0,9.5,1.0
12,19,9.5,19.0,0.0
12,19,19.0,21.5,1.0
12,19,21.5,24.0,0.6
12,20,0.0,7.0,0.6
12,20,7.0,9.5,1.0
12,20,9.5,19.0,0.0
12,20,19.0,21.5,1.0
12,20,21.5,24.0,0.6
12,21,0.0,7.0,0.6
12,21,7.0,9.5,1.0
12,21,9.5,19.0,0.0
12,21,19.0,21.5,1.0
12,21,21.5,24.0,0.6
12,22,0.0,7.0,0.6
12,22,7.0,9.5,1.0
12,22,9.5,19.0,0.0
12,22,19.0,21.5,1.0
12,22,21.5,24.0,0.6
12,23,0.0,7.0,0.6
12,23,7.0,9.5,1.0
12,23,9.5,19.0,0.0
12,23,19.0,21.5,1.0
12,23,21.5,24.0,0.6
12,24,0.0,7.0,0.6
12,24,7.0,9.5,1.0
12,24,9.5,19.0,0.0
12,24,19.0,21.5,1.0
12,24,21.5,24.0,0.6
12,25,0.0,7.0,0.6
12,25,7.0,9.5,1.0
12,25,9.5,19.0,0.0
12,25,19.0,21.5,1.0
12,25,21.5,24.0,0.6
12,26,0.0,7.0,0.6
12,26,7.0,9.5,1.0
12,26,9.5,19.0,0.0
12,26,19.0,21.5,1.0
12,26,21.5,24.0,0.6
12,27,0.0,7.0,0.6
12,27,7.0,9.5,1.0
12,27,9.5,19.0,0.0
12,27,19.0,21.5,1.0
12,27,21.5,24.0,0.6
12,28,0.0,7.0,0.6
12,28,7.0,9.5,1.0
12,28,9.5,19.0,0.0
12,28,19.0,21.5,1.0
12,28,21.5,24.0,0.6
12,29,0.0,7.0,0.6
12,29,7.0,9.5,1.0
12,29,9.5,19.0,0.0
12,29,19.0,21.5,1.0
12,29,21.5,24.0,0.6
12,30,0.0,7.0,0.6
12,30,7.0,9.5,1.0
12,30,9.5,19.0,0.0
12,30,19.0,21.5,1.0
12,30,21.5,24.0,0.6
12,31,0.0,7.0,0.6
12,31,7.0,9.5,1.0
12,31,9.5,19.0,0.0
12,31,19.0,21.5,1.0
12,31,21.5,24.0,0.6
